Actual Item Code,Item Name,Corrected Name,Sub-Category,Category,Category for Incentive,Veg/Non veg,Chicken/Mutton,Value Offering Cat,Value Offering Sub-Cat,Innovation,Innovation Sub-cat,Unique,Combos to be excl for Item count report,ad
1KODIC001,Paradise Chicken Feast ,Paradise Chicken Feast,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1KODIC002,Paradise Chicken Treat,Family Treat,Family Treat,Combos,Combos,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
1KOD0214,Haleem,Mutton Haleem,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1GGUP001,Mini Chicken Biryani Combo,Mini Chicken Biryani Combo,Mini Biryani,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Entry ADT,Other Launch,Mini Biryani,NULL,NULL,NULL
1GGUP002,RCB with Thumsup 750 Ml FREE,RCB with Thumsup 750 Ml FREE,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1GGUP003,RMB with Thumsup 750 Ml FREE,RMB with Thumsup 750 Ml FREE,Combo Packs,Biryani,Biryani,Non-Veg,Mutton,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1GGDIC001,Paradise Chicken Feast ,Paradise Chicken Feast,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1GGDIC002,Paradise Chicken Treat,Family Treat,Family Treat,Combos,Combos,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
1GGDIC003,Paradise Veg Feast ,Paradise Veg Feast,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1GGDIC004,Paradise Veg Treat,Paradise Veg Treat,Family Treat,Combos,Combos,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
TEMP002,Combo1,Combo1,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
1HBD0235,Non-Veg Tray Meal-1,Non-Veg Tray Meal-1,Tray Meals,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBD0236,Non-Veg Tray Meal-2,Non-Veg Tray Meal-2,Tray Meals,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBDIC004,Paradise Chicken Treat,Family Treat,Family Treat,Combos,Combos,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
1HBDIC005,Paradise Chicken Feast,Paradise Chicken Feast,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBDIC006,Paradise Chicken Feast 2,Paradise Chicken Feast 2,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBD0234,Veg Tray Meal,Veg Tray Meal,Tray Meals,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBDIC009,Paradise Veg Feast  NP,Paradise Veg Feast,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBDIC010,Paradise Veg Treat NP,Paradise Veg Treat,Family Treat,Combos,Combos,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
1HBDIC016,Paradise Haleem Feast NP,Haleem Combo,Haleem Combo,Haleem,Haleem,Non-Veg,Mix,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1HBD0200,Supreme Chicken Biryani Pack (Np),Supreme Chicken Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Chicken,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1HBD0197,Nizami Mutton Biryani (Np),Nizami Mutton Biryani,Regular,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBD0201,Supreme Mutton Biryani Pack (Np),Supreme Mutton Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Mutton,Other Packs,NULL,NULL,NULL,NULL,NULL,NULL
1HBD0202,Egg Biryani (Np),Egg Biryani,Regular,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBD0198,Nizami Chicken Biryani (Np),Nizami Chicken Biryani,Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBD0143,Hariyali Veg Kebab,Hariyali Veg Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBD0228,Kheema Masala,Kheema Masala,Currys,Indian,Indian,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HB00189,Falooda,Falooda,Lassi Falooda,Beverages,Beverages,Desserts,Other,NULL,NULL,Other Launch,Bakery Extension,NULL,NULL,NULL
2BV10057,Coke PET 250ML,Coke PET 250ML,Soft Drinks,Beverages,Excluded,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2BV10109,Thums Up PET 250ML,Thums Up PET 250ML,Soft Drinks,Beverages,Excluded,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2BV10110,Sprite PET 250ML,Sprite PET 250ML,Soft Drinks,Beverages,Excluded,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000173,Vanilla Softy,Vanilla Softy,Ice Cream,Desserts,Desserts,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000174,Mocha Softy,Mocha Softy,Ice Cream,Desserts,Desserts,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000175,Vanilla – Mocha Mix,Vanilla – Mocha Mix,Milk Shakes,Beverages,Beverages,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000119,Royal Kulfi Falooda,Royal Kulfi Falooda,Lassi Falooda,Beverages,Beverages,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000121,Shahi Kulfi Falooda,Shahi Kulfi Falooda,Lassi Falooda,Beverages,Beverages,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000169,Falooda,Falooda,Lassi Falooda,Beverages,Beverages,Desserts,Other,NULL,NULL,Other Launch,Bakery Extension,NULL,NULL,NULL
10000151,Pistachio Blueberry Cake-500 Gm,Pistachio Blueberry Cake-500 Gm,Cakes & Pastry,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000152,Red Velvet Cake-500 Gm,Red Velvet Cake-500 Gm,Cakes & Pastry,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000153,White Forest Cake-500 Gm,White Forest Cake-500 Gm,Cakes & Pastry,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000154,Pistachio Blueberry Cake -1Kg,Pistachio Blueberry Cake -1Kg,Cakes & Pastry,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000155,Red Velvet Cake-1 Kg,Red Velvet Cake-1 Kg,Cakes & Pastry,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000156,White Forest Cake-1 Kg,White Forest Cake-1 Kg,Cakes & Pastry,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000162,Pistachio Muffin,Pistachio Muffin,Other,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000165,Nutella Doughnut 100 Gm,Nutella Doughnut 100 Gm,Other,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000166,Red Velvet Doughnut 100 Gm,Red Velvet Doughnut 100 Gm,Other,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000167,Blue Berry Doughnut 100 Gm,Blue Berry Doughnut 100 Gm,Other,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000172,Caramel Doughnut 100 Gm ,Caramel Doughnut 100 Gm,Other,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000157,Pistachio Saffron Pastry,Pistachio Saffron Pastry,Cakes & Pastry,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000158,Red Velvet Pastry,Red Velvet Pastry,Cakes & Pastry,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000159,Choconutella Pastry,Choconutella Pastry,Cakes & Pastry,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10000160,Pistachio Blueberry Pastry,Pistachio Blueberry Pastry,Cakes & Pastry,Bakery,Bakery,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBNUP001,Nizami Chicken Biryani+Nizami Chicken Biryani,Nizami Chicken Biryani+Nizami Chicken Biryani,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBNUP003,Nizami Chk Biryani with Chk Tikka Kebab,Nizami Chk Biryani with Chk Tikka Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBNUP004,Nizami Chk Biryani with Chk Garlic Kebab,Nizami Chk Biryani with Chk Garlic Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBNUP005,Nizami Chk Biryani with Chk Reshmi Kebab,Nizami Chk Biryani with Chk Reshmi Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBNUP008,ChickenTriple Delight With Kalmi Kabab,ChickenTriple Delight With Kalmi Kabab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1HBNUP009,Half  Kalami Kebab Rumali Combo,Half Kalami Kebab Rumali Combo,Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBNUP010,Chicken Triple Delight(Chicken Tikka),Chicken Triple Delight(Chicken Tikka),Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1HBNUP011,Chicken Triple Delight(Chicken Reshmi),Chicken Triple Delight(Chicken Reshmi),Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1HBNUP012,Chicken Triple Delight(Chettinadu Murg)),Chicken Triple Delight(Chettinadu Murg)),Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1HBNUP014,RCB with Coke Can Free,RCB with Coke Can Free,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBNUP017,Nizami Chicken Biryani With Chicken Tikka Kebab,Nizami Chicken Biryani With Chicken Tikka Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBNUP018,Nizami Chicken Biryani With Chicken Garlic Kebab,Nizami Chicken Biryani With Garlic Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBNUP019,N Chicken Biryani With NChicken Biryani,N Chicken Biryani With NChicken Biryani,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBNUP020,Veg Biryani With Veg Biryani,Veg Biryani With Veg Biryani,Combo Packs,Biryani,Biryani,Veg,Other,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBUP014,RCB with Coke Can Free,RCB with Coke Can Free,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBNUP013,Kheema Masala Rumali Combo,Kheema Masala Rumali Combo,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBNUP016,Royal Mutton Biryani with Coke 330ml Free,Royal Mutton Biryani with Coke 330ml Free,Combo Packs,Biryani,Biryani,Non-Veg,Mutton,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBUP016,RMB with Coke Can Free,RMB with Coke Can Free,Combo Packs,Biryani,Biryani,Non-Veg,Mutton,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBNUP002,Veg Biyani With Veg Biryani,Veg Biyani With Veg Biryani,Combo Packs,Biryani,Biryani,Veg,Other,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBNUP006,Veg Biryani With Paneer Tikka Kebab,Veg Biryani With Paneer Tikka Kebab,Combo Packs,Biryani,Biryani,Veg,Other,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBT0196,Royal Chicken Biryani,Royal Chicken Biryani,Royal,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBT0198,Nizami Chicken Biryani,Nizami Chicken Biryani,Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBT0208,Special Chicken Biryani,Special Chicken Biryani,Spl Biryani,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBT0195,Royal Mutton Biryani,Royal Mutton Biryani,Royal,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBT0199,Veg Biryani,Veg Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBT0209,Special Mutton Biryani,Special Mutton Biryani,Spl Biryani,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBT0200,Supreme Chicken Biryani Pack,Supreme Chicken Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Chicken,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1HBT0197,Nizami Mutton Biryani,Nizami Mutton Biryani,Regular,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBT0230,Chicken Biryani Family Pack,Chicken Biryani Family Pack,Family Packs,Biryani,Biryani,Non-Veg,Chicken,Other Packs,Sharing Pack,Other Launch,Chicken Biryani Family Pack,NULL,NULL,NULL
1HBT0231,Mutton Biryani Family Pack,Mutton Biryani Family Pack,Family Packs,Biryani,Biryani,Non-Veg,Mutton,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1HBT0201,Supreme Mutton Biryani Pack,Supreme Mutton Biryani Pack,Supreme Packs,Biryani,Biryani,Non-Veg,Mutton,Other Packs,Sharing Pack,NULL,NULL,NULL,NULL,NULL
1HBT0202,Egg Biryani,Egg Biryani,Regular,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBNUP034,Haleem With Nizami Chicken Biryani,Haleem Combo,Haleem Combo,Haleem,Haleem,Non-Veg,Mix,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1HBNUP035,Haleem With Nizami Mutton Biryani,Haleem Combo,Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1HBUP033,Haleem With Double Ka Meetha,Haleem Combo,Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1HBUP021,Haleem With Coke,Haleem Combo,Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1HBT0238,Chicken Family Offer,Chicken Family Offer,Family Packs,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBT0237,Veg Family Offer,Veg Family Offer,Family Packs,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBT0228,Kheema Masala,Kheema Masala,Currys,Indian,Indian,Non-Veg,Mutton,NULL,NULL,Other Launch,TA to Del,NULL,NULL,NULL
1HBNUP021,Veg Biryani With Paneer Tikka Kebab,Veg Biryani With Paneer Tikka Kebab,Combo Packs,Biryani,Biryani,Veg,Other,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
TEMP005,Combo5,Combo5,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBUP001,Nizami Chicken Biryani+Nizami Chicken Biryani,Nizami Chicken Biryani+Nizami Chicken Biryani,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBUP003,Nizami Chk Biryani with Chk Tikka Kebab,Nizami Chk Biryani with Chk Tikka Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBUP004,Nizami Chk Biryani with Chk Garlic Kebab,Nizami Chk Biryani with Chk Garlic Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBUP005,Nizami Chk Biryani with Chk Reshmi Kebab,Nizami Chk Biryani with Chk Reshmi Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBUP008,Chicken Triple Delight (Serves 2-3),Chicken Triple Delight (Serves 2-3),Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1HBUP010,Chicken Triple Delight(Chicken Tikka),Chicken Triple Delight(Chicken Tikka),Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1HBUP011,Chicken Triple Delight(Chicken Reshmi),Chicken Triple Delight(Chicken Reshmi),Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1HBUP028,Nizami Mutton Biryani with Chicken Garlic Kebab,Nizami Mutton Biryani with Chicken Garlic Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Mutton,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBUP002,Veg Biryani With Veg Biryani,Veg Biryani With Veg Biryani,Combo Packs,Biryani,Biryani,Veg,Other,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBUP006,Veg Biryani With Paneer Tikka Kebab,Veg Biryani With Paneer Tikka Kebab,Combo Packs,Biryani,Biryani,Veg,Other,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBDIC015,Paradise Haleem Feast,Haleem Combo,Haleem Combo,Haleem,Haleem,Non-Veg,Mix,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1HBUP012,Chicken Triple Delight(Chettinadu Murg)),Chicken Triple Delight(Chettinadu Murg)),Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1HBUP034,Haleem With Nizami Chicken Biryani,Haleem Combo,Haleem Combo,Haleem,Haleem,Non-Veg,Mix,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1HBUP035,Haleem With Nizami Mutton Biryani,Haleem Combo,Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1HBUP007,Egg Biryani with Paneer Tikka Kebab,Egg Biryani with Paneer Tikka Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Egg,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
TEMP004,Combo4,Combo4,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBDIC011,Paradise Chicken Feast ,Paradise Chicken Feast,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBDIC012,Paradise Chicken Treat,Family Treat,Family Treat,Combos,Combos,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
1HBD0082,Chicken Chilli Masala,Chicken Chilli Masala,Starters,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBT0073,Chicken Biryani Combo,Chicken Biryani Combo,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBT0079,Veg Biryani Combo,Veg Biryani Combo,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBE0011,Nizami Mutton Biryani (Exp),Nizami Mutton Biryani,Regular,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBE0018,Veg  Biryani (Exp),Veg Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBE0008,Egg  Biryani (Exp),Egg Biryani,Regular,Biryani,Biryani,Non-Veg,Egg,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7PK10202,Bagasse 10'' Round Plate ,Bagasse 10'' Round Plate,Other,Packaging,Packaging,Packaging,Packaging,NULL,NULL,NULL,Cutlery,NULL,Yes,NULL
1HBUP017,Nizami Chicken Biryani with Chicken Kalmi Kebab,Nizami Chicken Biryani with Chicken Kalmi Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBDIC013,Paradise Chicken Feast NP,Paradise Chicken Feast,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBD0199,Veg  Biryani (Np),Veg Biryani,Regular,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBD0196,Royal Chicken Biryani (Np),Royal Chicken Biryani,Royal,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBDIC014,Paradise Chicken Treat NP,Family Treat,Family Treat,Combos,Combos,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
1VZUP002,Royal Chicken Biryani with Coke 330ml Free,Royal Chicken Biryani with Coke 330ml Free,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VZUP003,Royal Mutton Biryani with Coke 330ml Free,Royal Mutton Biryani with Coke 330ml Free,Combo Packs,Biryani,Biryani,Non-Veg,Mutton,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VZT0214,Haleem,Mutton Haleem,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1VZDIC001,Paradise Chicken Feast ,Paradise Chicken Feast,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VZDIC002,Paradise Chicken Treat,Family Treat,Family Treat,Combos,Combos,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
1VZD0082,Chicken Chilli Masala,Chicken Chilli Masala,Starters,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0214,Haleem,Mutton Haleem,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1VZUP001,N Chicken Biryani + N Chicken Biryani,N Chicken Biryani + N Chicken Biryani,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VZDIC003,Paradise Veg Feast ,Paradise Veg Feast,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VZDIC004,Paradise Veg Treat,Paradise Veg Treat,Family Treat,Combos,Combos,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
1VJUP001,Royal Chicken Biryani with Coke 330ml Free,Royal Chicken Biryani with Coke 330ml Free,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VJUP002,Royal Mutton Biryani with Coke 330ml Free,Royal Mutton Biryani with Coke 330ml Free,Combo Packs,Biryani,Biryani,Non-Veg,Mutton,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VJT0214,Haleem,Mutton Haleem,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1VJDIC001,Paradise Chicken Feast ,Paradise Chicken Feast,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VJDIC002,Paradise Chicken Treat,Family Treat,Family Treat,Combos,Combos,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
1VJD0083,Chicken Curry,Chicken Curry,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0090,Paradise Special Chicken,Paradise Special Chicken,Currys,Indian,Indian,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0102,Paradise Special Mutton,Paradise Special Mutton,Currys,Indian,Indian,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0107,Dal Fry,Dal Fry,Currys,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0063,Crispy Corn Chilli Pepper,Crispy Corn Chilli Pepper,Starters,Chinese,Chinese,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0146,Chicken Manchow Soup,Chicken Manchow Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0147,Hot - N -Sour Chicken Soup,Hot - N -Sour Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0148,Sweet Corn Chicken Soup,Sweet Corn Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJD0149,Cream Of Tomato Soup,Tomato Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,Other Launch,FSR Menu Extension,NULL,NULL,NULL
1VJD0150,Hot - N -Sour Vegetable Soup,Hot - N -Sour Vegetable Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
